time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
154400,2023-05-24 09:10:37,37.181484158238,128.192813367771,308.727044,,,1592.6167153338,83.66142,0.671082,3.15358605892,2320.8170034,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0,-0.671082,6.487126,90.1, -3.7, -2.2,0,0,1024,1024,1024,1024,0,0,0,0,97.4,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1592.6167153338,308.727044,12,AutoLanding,
154500,2023-05-24 09:10:37,37.1814842212553,128.192812969607,307.742792,,,1591.6324633338,83.66142,0.447388,3.23300863364,2320.93511364,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0,-0.447388,6.487126,90, 0.2, -3.7,0,0,1024,1024,1024,1024,0,0,0,0,97.3,-90,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1591.6324633338,307.742792,12,AutoLanding,
154600,2023-05-24 09:10:37,37.1814842294067,128.192812682332,306.75854,,,1590.6482113338,83.66142,0.447388,3.2995079796,2321.01713464,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0,-0.447388,6.71082,90.2, 2.4, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,97.3,-90,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1590.6482113338,306.75854,12,AutoLanding,
154700,2023-05-24 09:10:37,37.1814845711847,128.192812056772,306.102372,,,1589.9920433338,83.66142,0.7158208,3.3839568012,2321.23695092,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,-0.671082,6.487126,90.5, 1.4, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,97.3,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1589.9920433338,306.102372,12,AutoLanding,
154800,2023-05-24 09:10:37,37.1814846771193,128.192811594166,305.11812,,,1589.0077913338,83.66142,0.7158208,3.480315072,2321.37802704,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0,-0.671082,6.487126,90.4, -1.3, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,97.3,-90,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1589.0077913338,305.11812,12,AutoLanding,
154900,2023-05-24 09:10:37,37.181484594812,128.192811096996,304.133868,,,1588.0235393338,83.66142,0.671082,3.621063108,2321.52566484,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0,-0.671082,6.487126,90.3, -3.9, -2,0,0,1024,1024,1024,1024,0,0,0,0,97.3,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1588.0235393338,304.133868,12,AutoLanding,
155000,2023-05-24 09:10:37,37.1814846359978,128.192810711909,303.149616,,,1587.0392873338,83.66142,0.447388,3.712434502,2321.6372134,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0,-0.447388,6.487126,90.1, -4.5, -4.6,0,0,1024,1024,1024,1024,0,0,0,0,97.2,-90,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1587.0392873338,303.149616,12,AutoLanding,
155100,2023-05-24 09:10:37,37.1814847382756,128.192810513678,302.165364,,,1586.0550353338,83.66142,0.4921268,3.7464240044,2321.70611104,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,-0.447388,6.487126,89.8, -0.4, -5.1,0,0,1024,1024,1024,1024,0,0,0,0,97.2,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1586.0550353338,302.165364,12,AutoLanding,
155200,2023-05-24 09:10:38,37.1814849100447,128.192810233859,301.181112,,,1585.0707833338,83.66142,0.4921268,3.791666788,2321.81109792,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,-0.447388,6.487126,90, -0.4, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,97.2,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1585.0707833338,301.181112,12,AutoLanding,
155300,2023-05-24 09:10:38,37.1814851036744,128.192809946607,300.524944,,,1584.4146153338,83.66142,0.6263432,3.8378610152,2321.91936564,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0.447388,-0.447388,6.487126,89.8, -2.5, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,97.1,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1584.4146153338,300.524944,12,AutoLanding,
155400,2023-05-24 09:10:38,37.1814853578644,128.192809841195,299.540692,,,1583.4303633338,83.66142,0.3131716,3.8292980228,2322.01779084,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,-0.223694,6.71082,90.2, -5.5, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,97.1,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1583.4303633338,299.540692,12,AutoLanding,
155500,2023-05-24 09:10:38,37.1814854734956,128.192809445384,298.55644,,,1582.4461113338,83.66142,0.223694,3.9202100992,2322.13918192,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,0,6.487126,90.3, -7.4, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,97.1,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1582.4461113338,298.55644,12,AutoLanding,
155600,2023-05-24 09:10:38,37.1814856049635,128.192809380926,297.572188,,,1581.4618593338,83.66142,0.223694,3.9205053748,2322.19167536,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,0,6.487126,90.2, -5.5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,97.1,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1581.4618593338,297.572188,12,AutoLanding,
155700,2023-05-24 09:10:38,37.1814857802246,128.192809438509,296.91602,,,1580.8056913338,83.66142,0.3131716,3.8826772896,2322.25729216,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,0.223694,6.487126,90.3, -4.4, 4.4,0,0,1024,1024,1024,1024,0,0,0,0,97.1,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1580.8056913338,296.91602,12,AutoLanding,
155800,2023-05-24 09:10:38,37.1814857924457,128.192809739572,295.931768,,,1579.8214393338,83.66142,0.223694,3.7989174444,2322.34587484,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.223694,6.487126,90.3, -4.4, 5.9,0,0,1024,1024,1024,1024,0,0,0,0,97.1,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1579.8214393338,295.931768,12,AutoLanding,
155900,2023-05-24 09:10:38,37.1814858790185,128.192809912595,294.947516,,,1578.8371873338,83.66142,0.223694,3.7408465764,2322.40492996,17,5,16.42,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.447388,6.487126,89.6, -6.6, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,97,-89.9,0,86,4.116,4.109,4.103,4.092,0,0,0,32,1578.8371873338,294.947516,12,AutoLanding,
156000,2023-05-24 09:10:38,37.1814858308019,128.192810244126,293.63518,,,1577.5248513338,83.66142,0.671082,3.656660222,2322.50335516,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.671082,6.487126,89.4, -5.3, -3,0,0,1024,1024,1024,1024,0,0,0,0,97,-90,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1577.5248513338,293.63518,12,AutoLanding,
156100,2023-05-24 09:10:38,37.1814858242924,128.192810681368,292.979012,,,1576.8686833338,83.66142,0.894776,3.5390092996,2322.62802708,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.894776,6.487126,89.1, -0.8, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,97,-89.9,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1576.8686833338,292.979012,12,AutoLanding,
156200,2023-05-24 09:10:39,37.1814857119534,128.19281110212,291.666676,,,1575.5563473338,83.66142,0.894776,3.4413386928,2322.75926068,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.894776,6.71082,89.8, 1.6, 4.4,0,0,1024,1024,1024,1024,0,0,0,0,96.9,-89.9,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1575.5563473338,291.666676,12,AutoLanding,
156300,2023-05-24 09:10:39,37.1814856694462,128.192811519014,290.682424,,,1574.5720953338,83.66142,0.7158208,3.3363518128,2322.88065176,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,-0.223694,0.671082,6.71082,90, -2.2, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,96.9,-89.9,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1574.5720953338,290.682424,12,AutoLanding,
156400,2023-05-24 09:10:39,37.1814854569164,128.192811969952,290.026256,,,1573.9159273338,83.66142,0.9171454,3.2505250384,2323.0315704,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,-0.223694,0.894776,6.487126,89.5, -6, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,96.9,-89.9,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1573.9159273338,290.026256,12,AutoLanding,
156500,2023-05-24 09:10:39,37.181485249134,128.192812544676,289.042004,,,1572.9316753338,83.66142,1.2079476,3.13729340748,2323.21529744,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,-0.447388,1.11847,6.263432,89.5, -1.7, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-90,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1572.9316753338,289.042004,12,AutoLanding,
156600,2023-05-24 09:10:39,37.1814850902867,128.192813168265,288.057752,,,1571.9474233338,83.66142,1.2079476,3.00950140864,2323.40558616,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,-0.447388,1.11847,6.487126,89.5, 3.8, -6,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1571.9474233338,288.057752,12,AutoLanding,
156700,2023-05-24 09:10:39,37.1814849476674,128.192813766031,287.401584,,,1571.2912553338,83.66142,1.1408394,2.89148959384,2323.5893132,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,-0.223694,1.11847,6.487126,89.8, 3.7, -2,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1571.2912553338,287.401584,12,AutoLanding,
156800,2023-05-24 09:10:39,37.1814847809278,128.192814303737,286.417332,,,1570.3070033338,83.66142,0.9171454,2.79954733368,2323.75663604,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,-0.223694,0.894776,6.487126,90.4, -1.3, 1,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1570.3070033338,286.417332,12,AutoLanding,
156900,2023-05-24 09:10:39,37.1814846401713,128.192814839941,285.43308,,,1569.3227513338,83.66142,1.1408394,2.70913066412,2323.92067804,17,5,16.385,1612.3017553338,328.412084,26.7090636,818.3891338,-0.223694,1.11847,6.487126,90.4, -4.1, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.105,4.097,4.096,4.087,0,0,0,32,1569.3227513338,285.43308,12,AutoLanding,
157000,2023-05-24 09:10:39,37.1814843955773,128.192815403622,284.448828,,,1568.3384993338,83.66142,1.2079476,2.64595152824,2324.10768592,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,-0.447388,1.11847,6.487126,90.7, -1.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-90,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1568.3384993338,284.448828,12,AutoLanding,
157100,2023-05-24 09:10:39,37.1814841922574,128.192816049451,283.464576,,,1567.3542473338,83.66142,1.2079476,2.56745086956,2324.30781716,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,-0.447388,1.11847,6.71082,90.5, 3.5, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1567.3542473338,283.464576,12,AutoLanding,
157200,2023-05-24 09:10:40,37.1814838732372,128.19281672525,282.15224,,,1566.0419113338,83.66142,1.2079476,2.53088590776,2324.53747596,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,-0.447388,1.11847,6.71082,90.6, 5.3, -3.9,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1566.0419113338,282.15224,12,AutoLanding,
157300,2023-05-24 09:10:40,37.1814836978685,128.192817234507,281.167988,,,1565.0576593338,83.66142,0.9171454,2.4969324946,2324.69823712,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,-0.223694,0.894776,6.71082,90.8, 2.6, -4.5,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1565.0576593338,281.167988,12,AutoLanding,
157400,2023-05-24 09:10:40,37.1814836618413,128.192817762728,280.183736,,,1564.0734073338,83.66142,0.894776,2.42637474956,2324.8524366,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.894776,6.71082,90.9, -1.1, -4.4,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-90,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1564.0734073338,280.183736,12,AutoLanding,
157500,2023-05-24 09:10:40,37.181483642962,128.192818251165,279.527568,,,1563.4172393338,83.66142,0.894776,2.363517136,2324.99351272,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.894776,6.487126,90.8, 2, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1563.4172393338,279.527568,12,AutoLanding,
157600,2023-05-24 09:10:40,37.1814836413183,128.192818714035,278.543316,,,1562.4329873338,83.66142,0.894776,2.30505912888,2325.12802716,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.894776,6.487126,91, 5.6, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1562.4329873338,278.543316,12,AutoLanding,
157700,2023-05-24 09:10:40,37.1814836602008,128.19281914146,277.559064,,,1561.4487353338,83.66142,0.671082,2.24994757856,2325.25269908,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.671082,6.487126,90.7, 5.8, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1561.4487353338,277.559064,12,AutoLanding,
157800,2023-05-24 09:10:40,37.1814836981041,128.192819419576,276.574812,,,1560.4644833338,83.66142,0.671082,2.20831371896,2325.33472008,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,0,0.671082,6.487126,90.5, 2.7, -4.9,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1560.4644833338,276.574812,12,AutoLanding,
157900,2023-05-24 09:10:40,37.1814837958192,128.19281973109,275.918644,,,1559.8083153338,83.66142,0.4921268,2.14522972744,2325.43314528,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,0.447388,6.487126,90.6, 1.7, -5.1,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1559.8083153338,275.918644,12,AutoLanding,
158000,2023-05-24 09:10:40,37.181483747641,128.192820148681,274.934392,,,1558.8240633338,83.66142,0.6263432,2.12801187912,2325.55453636,17,5,16.34,1612.3017553338,328.412084,26.7090636,818.3891338,0.447388,0.447388,6.487126,90.6, 4.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.093,4.088,4.086,4.073,0,0,0,32,1558.8240633338,274.934392,12,AutoLanding,
158100,2023-05-24 09:10:40,37.1814838891959,128.19282041783,273.95014,,,1557.8398113338,83.66142,0.4921268,2.05917657508,2325.64968072,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,0.447388,6.487126,90.5, 6, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1557.8398113338,273.95014,12,AutoLanding,
158200,2023-05-24 09:10:41,37.1814840945573,128.192820575672,272.965888,,,1556.8555593338,83.66142,0.3131716,1.97607945956,2325.7382634,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,0.223694,6.487126,90, 5.9, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,96.8,-89.9,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1556.8555593338,272.965888,12,AutoLanding,
158300,2023-05-24 09:10:41,37.1814842122139,128.19282066135,271.981636,,,1555.8713073338,83.66142,0.223694,1.9289370696,2325.787476,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,0,6.487126,89.9, 3.8, -6.2,0,0,1024,1024,1024,1024,0,0,0,0,96.7,-89.9,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1555.8713073338,271.981636,12,AutoLanding,
158400,2023-05-24 09:10:41,37.1814845498843,128.192820758164,270.997384,,,1554.8870553338,83.66142,0.447388,1.80259520204,2325.91214792,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.447388,0,6.487126,89.7, 6.5, -5.3,0,0,1024,1024,1024,1024,0,0,0,0,96.7,-89.9,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1554.8870553338,270.997384,12,AutoLanding,
158500,2023-05-24 09:10:41,37.181484809098,128.192820697145,270.341216,,,1554.2308873338,83.66142,0.671082,1.71389769264,2326.01057312,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.671082,0,6.487126,89.9, 7.2, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,96.7,-89.9,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1554.2308873338,270.341216,12,AutoLanding,
158600,2023-05-24 09:10:41,37.1814849145855,128.19282056743,269.356964,,,1553.2466353338,83.66142,0.4921268,1.68533141876,2326.06306656,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.447388,-0.223694,6.487126,90.1, 5.8, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,96.7,-89.9,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1553.2466353338,269.356964,12,AutoLanding,
158700,2023-05-24 09:10:41,37.1814850917237,128.192820293456,268.372712,,,1552.2623833338,83.66142,0.6263432,1.64508535448,2326.1647726,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.447388,-0.447388,6.487126,89.7, 2.3, -3.1,0,0,1024,1024,1024,1024,0,0,0,0,96.7,-90,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1552.2623833338,268.372712,12,AutoLanding,
158800,2023-05-24 09:10:41,37.1814854113167,128.192819993947,267.38846,,,1551.2781313338,83.66142,0.6263432,1.56471789784,2326.3124104,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.447388,-0.447388,6.487126,89.5, 4.6, -6.4,0,0,1024,1024,1024,1024,0,0,0,0,96.7,-89.9,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1551.2781313338,267.38846,12,AutoLanding,
158900,2023-05-24 09:10:41,37.1814856780078,128.192819608623,266.732292,,,1550.6219633338,83.66142,0.9395148,1.52274283088,2326.4600482,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.671082,-0.671082,6.487126,89.4, 6.9, -6.2,0,0,1024,1024,1024,1024,0,0,0,0,96.7,-89.9,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1550.6219633338,266.732292,12,AutoLanding,
159000,2023-05-24 09:10:41,37.1814859424973,128.19281924659,265.74804,,,1549.6377113338,83.66142,1.2750558,1.49140752804,2326.60112432,17,5,16.354,1612.3017553338,328.412084,26.7090636,818.3891338,0.894776,-0.894776,6.487126,89.9, 5.9, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,96.7,-89.9,0,86,4.101,4.09,4.088,4.075,0,0,0,32,1549.6377113338,265.74804,12,AutoLanding,
159100,2023-05-24 09:10:42,37.1814862993576,128.192818676328,264.763788,,,1548.6534593338,83.66142,1.4316416,1.48556763284,2326.81437892,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.894776,-1.11847,6.487126,90.3, 1.3, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,96.7,-89.9,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1548.6534593338,264.763788,12,AutoLanding,
159200,2023-05-24 09:10:42,37.1814867541192,128.192818086072,263.779536,,,1547.6692073338,83.66142,1.2974252,1.49050857788,2327.0505994,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.671082,-1.11847,6.487126,90.3, -1.7, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-90,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1547.6692073338,263.779536,12,AutoLanding,
159300,2023-05-24 09:10:42,37.1814870495212,128.192817537512,262.795284,,,1546.6849553338,83.66142,1.11847,1.55388456416,2327.24416896,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.671082,-0.894776,6.487126,90.1, -1.8, -1,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-90,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1546.6849553338,262.795284,12,AutoLanding,
159400,2023-05-24 09:10:42,37.1814872402452,128.19281676218,261.811032,,,1545.7007033338,83.66142,1.11847,1.71363522544,2327.48038944,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.671082,-0.894776,6.487126,89.9, 1.5, -4.2,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-89.9,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1545.7007033338,261.811032,12,AutoLanding,
159500,2023-05-24 09:10:42,37.1814875782444,128.192816227647,260.82678,,,1544.7164513338,83.66142,1.11847,1.80442591076,2327.67723984,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.894776,-0.894776,6.487126,89.8, 3.2, -4.8,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-89.9,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1544.7164513338,260.82678,12,AutoLanding,
159600,2023-05-24 09:10:42,37.1814880544446,128.192815829605,259.842528,,,1543.7321993338,83.66142,1.2750558,1.85967525636,2327.8872136,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.894776,-0.894776,6.487126,89.9, -0.4, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-89.9,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1543.7321993338,259.842528,12,AutoLanding,
159700,2023-05-24 09:10:42,37.1814884528102,128.192815279588,259.18636,,,1543.0760313338,83.66142,1.2750558,1.98427171704,2328.10374904,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.894776,-0.894776,6.487126,90.1, -3.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-90,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1543.0760313338,259.18636,12,AutoLanding,
159800,2023-05-24 09:10:42,37.181488937984,128.19281463191,257.874024,,,1541.7636953338,83.66142,1.11847,2.14919954384,2328.3629354,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.894776,-0.671082,6.487126,90, -4.8, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-89.9,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1541.7636953338,257.874024,12,AutoLanding,
159900,2023-05-24 09:10:42,37.1814892807683,128.192814231806,256.889772,,,1540.7794433338,83.66142,1.11847,2.25952106968,2328.53353908,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.671082,-0.671082,6.487126,90, -0.7, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-89.9,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1540.7794433338,256.889772,12,AutoLanding,
160000,2023-05-24 09:10:42,37.181489552452,128.192813722901,256.233604,,,1540.1232753338,83.66142,0.9395148,2.40783144188,2328.71070444,17,5,16.348,1612.3017553338,328.412084,26.7090636,818.3891338,0.671082,-0.671082,6.487126,90, 1.2, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-89.9,0,86,4.098,4.088,4.088,4.074,0,0,0,32,1540.1232753338,256.233604,12,AutoLanding,
160100,2023-05-24 09:10:42,37.1814898324194,128.192813337371,255.249352,,,1539.1390233338,83.66142,0.8052984,2.52433735112,2328.86162308,17,5,16.37,1612.3017553338,328.412084,26.7090636,818.3891338,0.447388,-0.671082,6.71082,89.9, -1.4, 4.6,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-89.9,0,86,4.102,4.096,4.093,4.079,0,0,0,32,1539.1390233338,255.249352,12,AutoLanding,
160200,2023-05-24 09:10:43,37.1814900965438,128.192813083154,254.2651,,,1538.1547713338,83.66142,0.4921268,2.60585310176,2328.98301416,17,5,16.37,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,-0.447388,6.71082,90.1, -3.5, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-90,0,86,4.102,4.096,4.093,4.079,0,0,0,32,1538.1547713338,254.2651,12,AutoLanding,
160300,2023-05-24 09:10:43,37.1814902186341,128.192812797914,253.280848,,,1537.1705193338,83.66142,0.4921268,2.6930118972,2329.07815852,17,5,16.37,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,-0.447388,6.71082,90.1, -4.3, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,96.6,-90,0,86,4.102,4.096,4.093,4.079,0,0,0,32,1537.1705193338,253.280848,12,AutoLanding,
160400,2023-05-24 09:10:43,37.1814903274122,128.192812496613,252.296596,,,1536.1862673338,83.66142,0.3131716,2.78465560092,2329.17330288,17,5,16.37,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,-0.223694,6.71082,90, 0, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,96.5,-90,0,86,4.102,4.096,4.093,4.079,0,0,0,32,1536.1862673338,252.296596,12,AutoLanding,
160500,2023-05-24 09:10:43,37.1814904252794,128.192812306528,251.312344,,,1535.2020153338,83.66142,0.3131716,2.84402240072,2329.23891968,17,5,16.37,1612.3017553338,328.412084,26.7090636,818.3891338,0.223694,-0.223694,6.71082,90, 2.3, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,96.5,-90,0,86,4.102,4.096,4.093,4.079,0,0,0,32,1535.2020153338,251.312344,12,AutoLanding,
160600,2023-05-24 09:10:43,37.181490484148,128.192811966639,250.328092,,,1534.2177633338,83.66142,0.447388,2.94480980552,2329.34062572,17,5,16.37,1612.3017553338,328.412084,26.7090636,818.3891338,0,-0.447388,6.71082,90.2, 0.4, 1,0,0,1024,1024,1024,1024,0,0,0,0,96.5,-90,0,86,4.102,4.096,4.093,4.079,0,0,0,32,1534.2177633338,250.328092,12,AutoLanding,
