time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
35200,2023-05-24 09:08:38,37.1814904671985,128.192823117804,298.55644,,,1582.4461113338,83.66142,0,0.50929791656,8.365977958,17,5,16.454,1582.4461113338,298.55644,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.4, 0,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,94,4.128,4.113,4.113,4.1,0,0,0,32,1582.4461113338,298.55644,14,Waypoint,
35300,2023-05-24 09:08:38,37.1814904616567,128.192823119989,299.540692,,,1583.4303633338,83.66142,0,0.50814306088,8.368110504,17,5,16.453,1583.4303633338,299.540692,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.5, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1583.4303633338,299.540692,14,Waypoint,
35400,2023-05-24 09:08:38,37.1814904470949,128.192823094599,300.524944,,,1584.4146153338,83.66142,0,0.49934712884,8.3771984308,17,5,16.453,1584.4146153338,300.524944,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.5, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1584.4146153338,300.524944,14,Waypoint,
35500,2023-05-24 09:08:38,37.1814904335002,128.192823094972,301.509196,,,1585.3988673338,83.66142,0,0.49559384788,8.3821524992,17,5,16.453,1585.3988673338,301.509196,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1585.3988673338,301.509196,14,Waypoint,
35600,2023-05-24 09:08:38,37.1814904235891,128.192823093194,302.493448,,,1586.3831193338,83.66142,0,0.49249017324,8.3857942316,17,5,16.453,1586.3831193338,302.493448,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1586.3831193338,302.493448,14,Waypoint,
35700,2023-05-24 09:08:38,37.1814904103639,128.192823097345,303.4777,,,1587.3673713338,83.66142,0,0.48958662984,8.3907811084,17,5,16.453,1587.3673713338,303.4777,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.5, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1587.3673713338,303.4777,14,Waypoint,
35800,2023-05-24 09:08:38,37.1814904200153,128.192823104077,304.461952,,,1588.3516233338,83.66142,0,0.4935367612,8.3948165416,17,5,16.453,1588.3516233338,304.461952,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.6, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1588.3516233338,304.461952,14,Waypoint,
35900,2023-05-24 09:08:38,37.1814904118949,128.192823112993,305.446204,,,1589.3358753338,83.66142,0,0.49297573756,8.3987535496,17,5,16.453,1589.3358753338,305.446204,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1589.3358753338,305.446204,14,Waypoint,
36000,2023-05-24 09:08:38,37.1814904388963,128.192823117039,306.430456,,,1590.3201273338,83.66142,0,0.50122705016,8.4086616864,17,5,16.453,1590.3201273338,306.430456,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1590.3201273338,306.430456,14,Waypoint,
36100,2023-05-24 09:08:39,37.1814904335923,128.192823122523,307.414708,,,1591.3043793338,83.66142,0,0.50078413676,8.4111879332,17,5,16.453,1591.3043793338,307.414708,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.6, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1591.3043793338,307.414708,14,Waypoint,
36200,2023-05-24 09:08:39,37.1814902929471,128.192823109636,308.39896,,,1592.2886313338,83.66142,0,0.46034122208,8.4626315044,17,5,16.453,1592.2886313338,308.39896,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.6, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.128,4.114,4.112,4.099,0,0,0,32,1592.2886313338,308.39896,14,Waypoint,
36300,2023-05-24 09:08:39,37.1814902809206,128.192823108725,309.383212,,,1593.2728833338,83.66142,0,0.45702429284,8.46702783,17,5,16.447,1593.2728833338,309.383212,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.6, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1593.2728833338,309.383212,14,Waypoint,
36400,2023-05-24 09:08:39,37.1814903209513,128.192823088179,310.367464,,,1594.2571353338,83.66142,0,0.46344489672,8.4828086704,17,5,16.447,1594.2571353338,310.367464,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.6, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1594.2571353338,310.367464,14,Waypoint,
36500,2023-05-24 09:08:39,37.1814903161838,128.19282308473,311.351716,,,1595.2413873338,83.66142,0,0.46148623524,8.4848099828,17,5,16.447,1595.2413873338,311.351716,0.447388,0.79621393624,0,0,-6.71082,94.9, 2.6, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1595.2413873338,311.351716,14,Waypoint,
36600,2023-05-24 09:08:39,37.1814903509619,128.192823072826,312.335968,,,1596.2256393338,83.66142,0,0.46855644544,8.4979661512,17,5,16.447,1596.2256393338,312.335968,0.447388,0.79621393624,0,0,-6.71082,94.8, 2.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1596.2256393338,312.335968,14,Waypoint,
36700,2023-05-24 09:08:39,37.1814903491886,128.192823063881,313.32022,,,1597.2098913338,83.66142,0,0.46634844012,8.5006236316,17,5,16.447,1597.2098913338,313.32022,0.447388,0.79621393624,0,0,-6.487126,94.8, 2.9, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1597.2098913338,313.32022,14,Waypoint,
36800,2023-05-24 09:08:39,37.181490365789,128.192823058159,314.304472,,,1598.1941433338,83.66142,0,0.46982613052,8.5069228444,17,5,16.447,1598.1941433338,314.304472,0.447388,0.79621393624,0,0,-6.263432,94.9, 2.8, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1598.1941433338,314.304472,14,Waypoint,
36900,2023-05-24 09:08:39,37.1814903699138,128.192823041586,315.288724,,,1599.1783953338,83.66142,0,0.467847784,8.511975338,17,5,16.447,1599.1783953338,315.288724,0.447388,0.79621393624,0,0,-5.816044,94.9, 2.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1599.1783953338,315.288724,14,Waypoint,
37000,2023-05-24 09:08:39,37.1814903777973,128.192823036298,315.944892,,,1599.8345633338,83.66142,0,0.4690616948,8.5152233696,17,5,16.447,1599.8345633338,315.944892,0.447388,0.79621393624,0,0,-5.59235,94.9, 2.5, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1599.8345633338,315.944892,14,Waypoint,
37100,2023-05-24 09:08:40,37.1814903806555,128.192823022057,316.929144,,,1600.8188153338,83.66142,0,0.46723098608,8.5194884616,17,5,16.447,1600.8188153338,316.929144,0.447388,0.79621393624,0,0,-5.144962,94.8, 2.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1600.8188153338,316.929144,14,Waypoint,
37200,2023-05-24 09:08:40,37.1814903815368,128.192823044757,317.585312,,,1601.4749833338,83.66142,0,0.4716863668,8.5261157584,17,5,16.447,1601.4749833338,317.585312,0.447388,0.79621393624,0,0,-4.921268,94.9, 2.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.125,4.113,4.111,4.098,0,0,0,32,1601.4749833338,317.585312,14,Waypoint,
37300,2023-05-24 09:08:40,37.1814903814161,128.192823044448,318.24148,,,1602.1311513338,83.66142,0,0.47159450328,8.5262141836,17,5,16.439,1602.1311513338,318.24148,0.447388,0.79621393624,0,0,-4.697574,94.9, 2.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.123,4.111,4.11,4.095,0,0,0,32,1602.1311513338,318.24148,14,Waypoint,
37400,2023-05-24 09:08:40,37.1814902076073,128.192823085797,318.897648,,,1602.7873193338,83.66142,0,0.43354004012,8.5907483064,17,5,16.439,1602.7873193338,318.897648,0.447388,0.79621393624,0,0,-4.47388,94.8, 2.5, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,94,4.123,4.111,4.11,4.095,0,0,0,32,1602.7873193338,318.897648,14,Waypoint,
37500,2023-05-24 09:08:40,37.181490188517,128.192823094958,319.553816,,,1603.4434873338,83.66142,0,0.43073492192,8.5981958132,17,5,16.439,1603.4434873338,319.553816,0.447388,0.79621393624,0,0,-4.250186,94.9, 2.6, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.123,4.111,4.11,4.095,0,0,0,32,1603.4434873338,319.553816,14,Waypoint,
37600,2023-05-24 09:08:40,37.1814902054041,128.192822962912,320.209984,,,1604.0996553338,83.66142,0,0.40777888444,8.6370737672,17,5,16.439,1604.0996553338,320.209984,0.447388,0.79621393624,0,0,-4.250186,94.9, 2.5, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,94,4.123,4.111,4.11,4.095,0,0,0,32,1604.0996553338,320.209984,14,Waypoint,
37700,2023-05-24 09:08:40,37.1814901930511,128.19282296141,320.538068,,,1604.4277393338,83.66142,0,0.404199488,8.6416013264,17,5,16.439,1604.4277393338,320.538068,0.447388,0.79621393624,0,0,-4.250186,94.9, 2.6, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.123,4.111,4.11,4.095,0,0,0,32,1604.4277393338,320.538068,14,Waypoint,
37800,2023-05-24 09:08:40,37.181490221429,128.192822982836,321.194236,,,1605.0839073338,83.66142,0,0.41600395032,8.6536748176,17,5,16.439,1605.0839073338,321.194236,0.447388,0.79621393624,0,0,-4.026492,94.9, 2.7, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,93,4.123,4.111,4.11,4.095,0,0,0,32,1605.0839073338,321.194236,14,Waypoint,
37900,2023-05-24 09:08:40,37.1814902181443,128.192822981232,321.850404,,,1605.7400753338,83.66142,0,0.4148130054,8.6549871536,17,5,16.439,1605.7400753338,321.850404,0.447388,0.79621393624,0,0,-3.802798,94.9, 2.8, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,93,4.123,4.111,4.11,4.095,0,0,0,32,1605.7400753338,321.850404,14,Waypoint,
38000,2023-05-24 09:08:40,37.1814900930005,128.192822979421,322.506572,,,1606.3962433338,83.66142,0,0.38243767628,8.700623638,17,5,16.439,1606.3962433338,322.506572,0.447388,0.79621393624,0,0,-3.579104,94.9, 2.8, -1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,93,4.123,4.111,4.11,4.095,0,0,0,32,1606.3962433338,322.506572,14,Waypoint,
38100,2023-05-24 09:08:41,37.1814900869719,128.19282297114,322.834656,,,1606.7243273338,83.66142,0,0.37917652132,8.703904478,17,5,16.439,1606.7243273338,322.834656,0.447388,0.79621393624,0,0,-3.35541,94.9, 2.8, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.123,4.111,4.11,4.095,0,0,0,32,1606.7243273338,322.834656,14,Waypoint,
38200,2023-05-24 09:08:41,37.1814901418648,128.192822958766,323.490824,,,1607.3804953338,83.66142,0,0.39032481564,8.724245686,17,5,16.439,1607.3804953338,323.490824,0.447388,0.79621393624,0,0,-3.131716,94.9, 2.8, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.123,4.111,4.11,4.095,0,0,0,32,1607.3804953338,323.490824,14,Waypoint,
38300,2023-05-24 09:08:41,37.1814901515555,128.192822945457,323.818908,,,1607.7085793338,83.66142,0,0.39009515684,8.72949503,17,5,16.531,1607.7085793338,323.818908,0.447388,0.79621393624,0,0,-2.908022,94.9, 2.7, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1607.7085793338,323.818908,14,Waypoint,
38400,2023-05-24 09:08:41,37.1814901905716,128.192822943163,324.146992,,,1608.0366633338,83.66142,0,0.39990486844,8.7437338756,17,5,16.531,1608.0366633338,324.146992,0.447388,0.79621393624,0,0,-2.684328,94.9, 2.6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1608.0366633338,324.146992,14,Waypoint,
38500,2023-05-24 09:08:41,37.1814902022067,128.192822929267,324.80316,,,1608.6928313338,83.66142,0,0.40028872672,8.7496065792,17,5,16.531,1608.6928313338,324.80316,0.447388,0.79621393624,0,0,-2.460634,95, 2.7, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1608.6928313338,324.80316,14,Waypoint,
38600,2023-05-24 09:08:41,37.1814900441312,128.192822941872,325.131244,,,1609.0209153338,83.66142,0,0.36243111396,8.8073821716,17,5,16.531,1609.0209153338,325.131244,0.447388,0.79621393624,0,0,-2.460634,94.9, 2.7, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1609.0209153338,325.131244,14,Waypoint,
38700,2023-05-24 09:08:41,37.18149004513,128.192822928257,325.459328,,,1609.3489993338,83.66142,0,0.35970473592,8.811351988,17,5,16.531,1609.3489993338,325.459328,0.447388,0.79621393624,0,0,-2.23694,94.9, 2.7, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1609.3489993338,325.459328,14,Waypoint,
38800,2023-05-24 09:08:41,37.1814900562931,128.19282294414,325.787412,,,1609.6770833338,83.66142,0,0.36585959176,8.8175199672,17,5,16.531,1609.6770833338,325.787412,0.447388,0.79621393624,0,0,-2.013246,94.9, 2.7, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1609.6770833338,325.787412,14,Waypoint,
38900,2023-05-24 09:08:41,37.1814900679858,128.192822927823,326.115496,,,1610.0051673338,83.66142,0,0.3652067046,8.8238847968,17,5,16.531,1610.0051673338,326.115496,0.447388,0.79621393624,0,0,-2.013246,94.9, 2.7, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1610.0051673338,326.115496,14,Waypoint,
39000,2023-05-24 09:08:41,37.1814900849331,128.192822777639,326.115496,,,1610.0051673338,83.66142,0,0.33900591636,8.8679792864,17,5,16.531,1610.0051673338,326.115496,0.447388,0.79621393624,0,0,-1.789552,94.9, 2.3, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1610.0051673338,326.115496,14,Waypoint,
39100,2023-05-24 09:08:41,37.1814901019003,128.192822749694,326.44358,,,1610.3332513338,83.66142,0,0.33839896096,8.8782155072,17,5,16.531,1610.3332513338,326.44358,0.447388,0.79621393624,0,0,-1.789552,94.9, 2.3, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1610.3332513338,326.44358,14,Waypoint,
39200,2023-05-24 09:08:42,37.1814901086332,128.192822798049,326.771664,,,1610.6613353338,83.66142,0,0.34941274084,8.8924871612,17,5,16.531,1610.6613353338,326.771664,0.447388,0.79621393624,0,0,-1.565858,94.7, 2.7, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,93,4.148,4.136,4.133,4.114,0,0,0,32,1610.6613353338,326.771664,14,Waypoint,
39300,2023-05-24 09:08:42,37.1814901270408,128.192822785082,326.771664,,,1610.6613353338,83.66142,0,0.35203741284,8.9001643268,17,5,16.559,1610.6613353338,326.771664,0.447388,0.79621393624,0,0,-0.894776,94.1, 3, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.6613353338,326.771664,14,Waypoint,
39400,2023-05-24 09:08:42,37.1814902711568,128.192822679985,326.771664,,,1610.6613353338,83.66142,0,0.37687665248,8.9609911004,17,5,16.559,1610.6613353338,326.771664,0.447388,0.79621393624,0,0,-0.447388,93, 2.8, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.2,-90,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.6613353338,326.771664,14,Waypoint,
39500,2023-05-24 09:08:42,37.1814902994771,128.192822653758,327.099748,,,1610.9894193338,83.66142,0,0.38189961852,8.9738191848,17,5,16.559,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,-0.223694,91.2, 2.5, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,93.9,-90,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
39600,2023-05-24 09:08:42,37.1814902454104,128.192822551589,327.099748,,,1610.9894193338,83.66142,0,0.35042980124,9.0094819156,17,5,16.559,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,88.9, 2.3, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,92.7,-90,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
39700,2023-05-24 09:08:42,37.1814902616842,128.192822518461,327.099748,,,1610.9894193338,83.66142,0,0.35152232096,9.0208008136,17,5,16.559,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,86, 2.2, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,90.3,-90,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
39800,2023-05-24 09:08:42,37.181490339999,128.192822579449,327.099748,,,1610.9894193338,83.66142,0,0.38494423804,9.0544294236,17,5,16.559,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,82.6, 2.1, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,86.9,-90,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
39900,2023-05-24 09:08:42,37.1814903540442,128.19282255569,327.099748,,,1610.9894193338,83.66142,0,0.38665027484,9.0630252244,17,5,16.559,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,78.5, 2, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,82.8,-90,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40000,2023-05-24 09:08:42,37.1814903833004,128.192822436859,327.099748,,,1610.9894193338,83.66142,0,0.38370408052,9.0991800812,17,5,16.559,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,73.9, 1.9, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,78.1,-90,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40100,2023-05-24 09:08:42,37.18149040007,128.192822397445,327.099748,,,1610.9894193338,83.66142,0,0.38593833256,9.1121722076,17,5,16.559,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,68.7, 1.9, -2.4,0,0,1024,1024,1024,1024,0,0,0,0,72.8,-90,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40200,2023-05-24 09:08:43,37.1814904012953,128.192822459843,327.099748,,,1610.9894193338,83.66142,0,0.39212271596,9.1303152528,17,5,16.559,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,63, 1.6, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,67,-90,0,93,4.151,4.141,4.14,4.127,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40300,2023-05-24 09:08:43,37.1814904217361,128.192822422358,327.099748,,,1610.9894193338,83.66142,0,0.39566274232,9.1435042296,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,56.7, 1.3, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,60.6,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40400,2023-05-24 09:08:43,37.1814904083393,128.192822334576,327.099748,,,1610.9894193338,83.66142,0,0.38383859496,9.1694884824,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,50.4, 1.1, -3,0,0,1024,1024,1024,1024,0,0,0,0,54.1,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40500,2023-05-24 09:08:43,37.1814904363625,128.192822283221,327.099748,,,1610.9894193338,83.66142,0,0.39036746656,9.1875659108,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,45.5, 0.9, -3,0,0,1024,1024,1024,1024,0,0,0,0,48.8,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40600,2023-05-24 09:08:43,37.1814903945875,128.192822259558,327.099748,,,1610.9894193338,83.66142,0,0.37404528756,9.2042981948,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,42.2, 0.6, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,45.1,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40700,2023-05-24 09:08:43,37.1814904085184,128.192822200331,327.099748,,,1610.9894193338,83.66142,0,0.37602691492,9.2222443896,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,40.1, 0.3, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,42.9,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40800,2023-05-24 09:08:43,37.1814904870031,128.192822252645,327.099748,,,1610.9894193338,83.66142,0,0.40678150908,9.2546918972,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,38.9, 0.1, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,41.6,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
40900,2023-05-24 09:08:43,37.1814904965453,128.192822203962,327.099748,,,1610.9894193338,83.66142,0,0.40794948812,9.2692588268,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,38.1, 0, -2.7,0,0,1024,1024,1024,1024,0,0,0,0,40.8,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
41000,2023-05-24 09:08:43,37.181490596251,128.192822124979,327.099748,,,1610.9894193338,83.66142,0,0.44156169392,9.3122706392,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,38, -0.1, -2.8,0,0,1024,1024,1024,1024,0,0,0,0,40.4,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
41100,2023-05-24 09:08:43,37.1814906048068,128.192822086484,327.099748,,,1610.9894193338,83.66142,0,0.44392717956,9.3238848128,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,37.9, -0.2, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,40.1,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
41200,2023-05-24 09:08:44,37.1814906320656,128.192822294196,327.099748,,,1610.9894193338,83.66142,0,0.46102035596,9.3850724788,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,37.8, -0.2, -3.1,0,0,1024,1024,1024,1024,0,0,0,0,40,-89.9,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
41300,2023-05-24 09:08:44,37.1814906435275,128.192822285969,327.099748,,,1610.9894193338,83.66142,0,0.46470145844,9.3898953136,17,5,16.602,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,37.7, -0.4, -3.3,0,0,1024,1024,1024,1024,0,0,0,0,40,-90,0,93,4.161,4.153,4.151,4.137,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
41400,2023-05-24 09:08:44,37.1814907448581,128.19282240503,327.099748,,,1610.9894193338,83.66142,0,0.50794949132,9.4405514832,17,5,16.554,1610.9894193338,327.099748,0.447388,0.79621393624,0,0,0,37.9, -5.2, -3,0,0,1024,1024,1024,1024,0,0,0,0,39.9,-90,0,93,4.151,4.14,4.138,4.125,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
41500,2023-05-24 09:08:44,37.1814908182324,128.192822462383,327.099748,,,1610.9894193338,83.66142,0.3131716,0.53792980724,9.4720803556,17,5,16.554,1610.9894193338,327.099748,0.447388,0.79621393624,0.223694,0.223694,0,38.1, -10.2, -2.9,0,0,1024,1024,1024,1024,0,0,0,0,39.8,-90,0,93,4.151,4.14,4.138,4.125,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
41600,2023-05-24 09:08:44,37.1814912634485,128.192822985034,327.099748,,,1610.9894193338,83.66142,0.6263432,0.74071196596,9.6944884992,17,5,16.554,1610.9894193338,327.099748,0.6263432,0.79621393624,0.447388,0.447388,0,38.2, -13.5, -3,0,0,1024,1024,1024,1024,0,0,0,0,39.7,-90,0,93,4.151,4.14,4.138,4.125,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
41700,2023-05-24 09:08:44,37.1814916230462,128.192823343666,327.099748,,,1610.9894193338,83.66142,1.2750558,0.90309386092,9.8620738064,17,5,16.554,1610.9894193338,327.099748,1.2750558,0.90309386092,0.894776,0.894776,0,38.2, -15.9, -3.2,0,0,1024,1024,1024,1024,0,0,0,0,39.7,-90,0,93,4.151,4.14,4.138,4.125,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
